comment,label
لا للتلقيح ماعارفين عليه والو ومصنوع من طرف دول غيرمسلمة خلينا مع المناعةديال الله سبحانه والموت بيده,0
لا تغامر بفلدة كبدك وتلقحه بلقاح أصلا لا يزال تجريبيا,0
"
اللقاح يحمي من كوفيد هضرى خاوية
العودة الى الحياة الطبيعية باللقاح عمركم تحلموا بها كلام رئيس المنتدي الاقتصادي العالمي
اللقاح يخفف من اعراض كوفيد كلام فارغ و اتحدى اي واحد يقول هذا الهراء
اغلب من ماتوا بالكوفيد المزعوم اخدوا اللقاح !
الاعراض الجانبية للقاح اخطر من كوفيد نفسه
السجائر قتلت بالمغرب سنة 2019 18000 مواطن و هذا ما لم يقتله كوفيد المزعوم في عامين
المرجو النشر 
",0
"
ليس من حق الحكومة أن تفرض جواز التلقيح لأن هناك من يخاف من مضاعفات التلقيح على صحته،ثم إن الحكومة أقرت في البداية بأن الأمر اختياري وليس إلزاميا،إنه العبث بعينه أيها السادة.كيف للحكومة أن تمنع المواطن من حقوقه الدستورية في التنقل وولوج المؤسسات العمومية بحجة عدم التوفر على الجواز؟
",0
"
ما الديروش لكمامة
ديرو لكمامة 
الفيروس ماشي خطير
الفيروس مميت
الفيروس لا ينتقل بالهواء
الفيروس ينتقل بالهواء
ديرو التلقيح لتحقيق المناعة الجماعية و ننتهي من الفيروس
زيدو الجرعة 3
زيدو الجرعة 4
.
.
.
.
السؤال يتبادر للذهن هل حقا اللقاح صالح ، أغلب المواطنين في الدول المتقدمة قد تلقحوا . إلا أننا بدأنا نلاحظ موجة وبائية جديدة من متحور جديد خرج من متحور دلتا بهذه الأخيرة .
و الله شيء غريب يطبخ وراء الكواليس لا أدري ما هدفهم لكن صراحة رأي شخصي أتمنى من المسؤولين و المواطنين التريث لا تنساقوا وراء الظغوطات الخارجية و الداخلية . خاصة أننا لا معرفة لنا بمكونات اللقاح
",0
"
الناس متلقحة بالجرعتين الأولى والثانية رافضين رفضا تاما قرار الوزارة بخصوص إلغاء جوازهم الصحي بعد مرور 6 أشهر.إذا لم يتلقى الجرعة الثالتة.الناس الغير الملقحين رافضين اللقاح عامة.ما واخدينش حتى الأولى
إذن يجب أن يتضامن الملقحين وغير الملقحين والخروج الى الشارع في أقرب وقت ممكن.يجب إيقاف كل أنواع الإبتزاز والظلم إتجاهنا.كبرها تصغار.الدستور واضح اقرأو الفصول .
",0
أنا ما بغيتش ندير اللقاح، شنو ماشي ديرو معايا، ؟. ,0
"
قرار واضح
التوعية واجبة و لكن الطرد ممنوع….
ادن بالنسبة للفنادق و المقاهي ممنوع طرد المستخدم الغير ملقح و لكن وجب طرد الزبون.
",0
"
لاحول و لا قوة الا بالله، جميع ناس ضد هاد لقرارات الطائشة الإجبارية ديل الحكومة ، يا إما دير اللقاح يا إما تكمش ف دارك، مشكلة ، هادشي مشي عدل 
",0
"
مرحبا باللقاح الاكثر فتكا ببني البشر. هاذا اللقاح جريمة ضد الانسانية، واولا هو ليس لقاح هو تجربة جينية لادخال بروتين سبايك في جسم الانسان. وتغيير جيناته. 
",0
"
لمادا لا تهتم وزارة الصحة بالأشخاص الدين يموتون بشتى الامراض امام ما يسمى بالمستشفيات التي تملك الاسم فقط ولمادا لا تراقب المصحات الخاصة الدي هي عبارة عن مافيات لنهب المواطنين ، ام ان اللقاح مفروض من طرف الماسونية وموت الشعب المغربي لا يهم.
",0
"
من المفروض ومن المنطق هو تعليق اللقاح مادام فيه شك بغض النظر عما فعلته الدول المتقدمة عنا كثيرا أكاد اصرخ وانا أكتب إنه الجنون 
",0
"
هذه اللقاحات سامة والهدف منها احداث العقم وتغير الجينوم البشري ومن بين المواد المحقُونة أكسيد الكرافين القاتل وخلايا اجنة مجهضة وخلاية كلي الخنازير …
",0
هاد التلقيح اكبر خطأ في تاريخ المغرب والعواقب مزال جايا في الطريقسؤال بسيط ها لقاح الصين فعال ضد المتحور دلتا ,0
أمة ضحكت من أجلها الأمم!!!!العالم يتعب و يشقى و يكد ثم يأتي المغرب ليملؤها في القارورات و يبيعها !!!أوروبا لم تستطع تصنيع اللقاح في أرضها فكيف للمغرب أن يصنعها ،كفاكم الإستخفاف بعقول الناس,0
"
إلى 14 ابن بلده
هناك أمران سأتحدث عنهما بخصوص تعليقك
اولا من لديه عذر يمنعه من التلقيح لا يجد أي طبيب يعطيه الإعفاء حتى طبيبه الخاص
الأمر الثاني مادمت ترى أن غير الملقح سينقل لك الفيروس
إذن ما جدوى اللقاح من الأساس إذا كان لا يحمي الملقح و لا يمنع عنه الإصابة
هنا يبدو جليا أنك لقحت من البداية لأجل الحصول على جواز التلقيح فقط اي نيل حرية التنقل والسفر وليس اقتناعا باللقاح 
",0
"
– لم يعد الامر يحتاج الى شخص مثقف لكي يستنتج ان تلقيح من يعانون بالحساسية او المرضعات هو خرق سافر لأخلاقيات الطب.
لقد رأينا جميعا ما فعله اللقاح بمن يعانون من امراض مزمنة كالسرطان او فقر الدم والان هذه اللجنة تريد المزيد من الضحايا والشهداء.
الا يوجد رجل حكيم في هذه الدولة قادر على ايقاف هذه الخروقات اللأخلاقية !!!!
",0
"
رجاءا براكا من الكذوب، عاينت الكذوب مرات عديدة.توفيت حماتي بسرطان الكبد بعد دخولها للانعاش عقب عملية واصرو على تسجيل الوفاة بكوفيد،قالك هذي هي التعليمات،وماشت جارتنا على رجليها للطبيب بعدما فطرت أولادها بنوبة الحساسية ،ضربولها الشوكة ماتت في البلاصة ودارو لها كوفيد، أصبح كل من يتوفاه الله لاي سبب يرجع امره لكوفيد،كنا في الاول نصدق ونخاف.أما بعد تجربتنا مع الوباء فاكتسبنا حتى المناعة النفسية،أغلبنا في العائلة والاقارب والجيران دوز المرض،كاين لي تمحن وكاين لي دازو خفيف وكاين لي عادي تيتسركل ،وكلهم تشافاو .بل الاكثر من ذلك ان أخي الكبير عندو سبعين سنة مجاه المرض حتى تلقح مؤخرا .االاهم لاش متيهضروش على الناس لي ماتت مباشرة بعد التلقيح،ولاش الناس تتخاف وتدفن موتاها بدون الخروج للاعلان بباش يبان انه غير فعال.واذا على الموت فنحن ناس مسلمين ،نعلم ان لكل اجل كتاب وعلى فكرة عندي اخت بسرطان راس مرحلة 4 وجاها كوفيد وتشافات منو غير في البيت.وعندي اخت اخرى تتعالج سرطان رحم جاهم كوفيد كلهم مرضو في اابيت الا هي .فرجاءا براكا من التهويل الامور والضغط على الناس.
",0
"
حصر الارواح بسب عدم التلقیح و الموتی جلهم ملقحون ماهذا التناقد, و الذي زاد في شك تلقیحنا سینوفارم هو ان الدول الاروروبیۃ لا تقبل ورقۃ تلقیح سینوفارم بالمطارات ما رایكم ………شیٸما غیر صحیح
",0
"
جلالة الملك في خطاب العرش اظافة الى خطاب 20 غشت لم يلزم الشعب على اجبارية اللقاح ….فهي رسالة واظحة لمن يهمهم الامر …
التاريخ سيحاسب كل من الزم المغاربة على اللقاح …
شكون هاد عفيف اللي ولا يقرر في الشعب …هادشي راه خطير….
",0
"غير بالصحة و الراحة نحن بفضل الله عز و جل نحن بصحة جيدة لا حاجة لنا بالتلقيح
",0
"
مازال القطيع مساكن مافاهمين والو و كاين لي فرحانين بهاد الإجراءات الديكتاتورية باش يفرضوا علينا اللقاحات المشبوهة !!! عمري شفتوشي دولة عنظها فلوس باش تخلص على اللقاحات و ما عندهاش فلوس توفر الأوكسيجين فالمستشفيات بوفرة و لا تشري سكانيرات !!! هذا الإجراء اللادستوري و القمعي سيتسبب في ما لا تحمد عقباه لأن نصف المغاربة أو ربما أكثر يرفضون تلقي هاته اللقاحات المشبوهة و المفروضة تحت التهديد بالحرمان من الحقوق.
",0
"
كيف يمكن للقاح ان يقدم حماية افضل للاطفال ضد مرض لا يشكل اي خطر عليهم، العقل ديالي تيبغي يخرج، لسعات النحل تقتل الاطفال اكثر مما يقتل كورونا۔۔۔كما قال احد الصحفيين هنا في المانيا، اذا ارادو حماية كبار السن عليهم منع السلالم عليهم، لان السقوط من السلم في المانيا يقتل كبار السن اكثر مما يقتل كورونا۔
بنادم مبغاش يفهم كيف يعقل ان فيروس خطير و قاتل و لمدة سنتين معنا و لم نشاهد اي ارتفاع مهول في نسبة الوفياة، تخرج للشارع الحياة عادية تدخل للتلفاز و للانترنت تجد الوباء
",0
"
الاجدر بالوزارة توقيف التلقيح بهذا اللقاح حتى تظهر نتائج التحقيق.واخا الصراحة فقدنا فيكم الثقة. 
",0
"
لماذا لا يعترفون بأن حتى الملحقين ينشرون المرض. الاسبوع الماضي كنت جالسة بمكتبي فإذا بموضف يشتغل معي حضر إلى المكتب و هو مريض بكورونا و جميع الأعراض بادية عليه السعال و الحمى و هو ملقح بجرعتبن و هو الحالة الثانية بمكان عملي و عندما استفسرته لماذا حضرت و انت مريض قال بأنه مل من الجلوس في البيت فطلبت منه ان يذهب لانه سيتسبب في نشر المرض . اذا كيف لكم يا أستاذ أن تفسروا هذا السلوك و منه أعداد.
فتخيل ان شخص مريض و لديه جواز يدخل لقاعة مغلقة كمسرح او سينما . اذا غاب الوعي لن يفيد لا جواز و لا غيره. 
",0
"
حسبنا الله و نعم الوكيل ، الحمد لله على نعمة الصحة و العافية لا نحتاج لقاح و لا جواز و لا رخصة.
",0
الهدف هو التحكم التام ف حرية الناس ، العام الجاي تسمع الجرعة 4 و 5 تولي شيء عاديمافهمتش علاش مكنديروش مضارات باش يتسمع صوتناعتيوني احصائيات الناس لي ماتو مورا التلقيح ,0
فئران التجارب مستعدة لتلقي المزيد من الجرع السامة من اللقاح,0
"
الجائحة حصدت الملقحين وغير الملقحين معا، هذا يدل على أن اللقاح غير فعال.
",0
"
التحاد الاروبي و الوليات المتحدة سيبنون معمل في السنغال. لينتج 300 مليون لقاح سنويًا لافريقيا. اما القاح الصيني لا يعترف به. الشلي لقحت 65 % من سكانها بالفتح الصيني دون جدوى 
",0
"
من نصدق … ؟؟؟
قبل يومين أكد عضو من اللجنة العلمية في نشرة الأخبار أنه لايمكن اخذ الحقنة الثالثة إلا من نفس نوع الحقنة الأولى والثانية واليوم وعلى لسان عضو من اللجنة العلمية يعاكس زميله ويؤكد على استحسان أخذ الجرعة الثالثة من نوع آخر… !!!
ومن شأن هذا التضارب في المعلومة أن يخلق ارتباكا وضعفا في الإقبال على التلقيح .
ننتظر تفسيرا واضحا وعلميا وألا يبنى على المخزون المتوفر من اللقاح…؟؟؟!!!
",0
"
هههههههه سبحان الله عندنا انقاض غريييييب بالأمس وبالأمس القريب جدا كنا نتحدث عن التلقيح الممتاز الامريكي والشينوي الذي لا ثقة فيه واليوم ظهر العكس
",0
"
في فرنسا قام صحفي بتجربة رشوة الممرضين لكي لا يضربو لهم اللقاح. ولكن مع من ففرنسا تجهز نفسها لمراقبة كل من له جواز التلقيح ولم يأذ تلقيحه فعليا . يعني بلا ما تعطيو الرشوة لانكم غدي ضيعو فلوسكم. بلا فائدة. لما ان الامور وصلت لهذا الحد فلا يستبعد استعمال القوة العمومية لتلقيح الناس.
",0
"
من كتلوا التلقيح فعال لكرونا درها لمرضى لمراض بكرونا اما لممريدش ماعندو مايدير بهاد التقيح
",0
"
صدقت اختي الكريمة
من لا يرغب في التلقيح لماذا يلقح
",0
"
عندما يتم صنع اللقاح بأيدي علماء مغاربة مشهود لهم بالنزاهة والشرف والكفاءة العلمية في مختبر بحث مغربي 100% آنذاك سنسوق أنفسنا مغمضي العينين للتلقيح، أما شحن مواد من الخارج لا علم لكم بمكوناتها و لا آثارها على مدى السنوات المقبلة ثم حقنها للمغاربة المسلمين بدون تأنيب ضمير فهذه جريمة لا تغتفر، حسبنا الله و نعم الوكيل فيكم. كيف نثق في لقاحات الصين و 90 % من الصينيين ملحدين لا يؤمنون بوجود الله !!!! و قد زجوا بأكثر من مليون مسلم من عرق الايغور في المعتقلات بدعوى أنهم متطرفون. و لقاحات أمريكا التي تدرس للأطفال في مدارسها الإلحاد من خلال نظرية داروين و الويل ثم الويل لاكاديمي يشكك في هذه النظرية سيلقى المشاكل . 
",0
"
مملقحينش مملقحينش عطيونا ضمانات عاد اجيو هضرو معانا على هداك الجواز ديالكم داك ساعة عاد نفكرو اما فهاد الضروف الأمور ولات واضحة نلقح ونمشي نجري كالكلب عند الاطباء ونحط دم جوفي فالتحاليل والاشعة و معرفوش حتى مرضي لالا غي سمحو لينا ممستعدينش للمغامرة غي عفيونا قالك معرفش علاش قل الاقبال هاد علاش اسي ولا داير راسك معرفش اوا لا حول ولا قوة إلا بالله العلي العظيم.
",0
"
الحكومة قررت اتخاد هذا الإجراء التعسفي واللاقانوني بعدما احست أن قيود التنقل ستصبح بحرية تامة وبالتالي فإن السدود البوليسية ستصبح بذون جدوى . وبالتالي المداخيل ستقل بشكل كبير واللعبة واضحة والمواطن سيؤدي الثمن . اللهم إن هذا منكر مبين . التلقيح يجب أن يكون إجباري في الحلات الخاصة التي تكون فيها التجمعات الغفيرة مثل الملاعب الأحياء الجامعية …… أما في الطريق او الشارع فهذه سياسة سوريالية بامتياز .
",0
 والله لدكيتها وخا تتلاقى اسما بلرض لعندو لمناعة راه من صغر ماشي معندي مندير بشي تطعيم ولازمر,0
"
يقول الخبراء أن من يملك الإعلام يملك كل شيء.قولوا ما شئتم .أجسادنا ملك لنا.التلقيح اختياري و سيظل كذلك.",0
"
خص ال وزارة توضح لنا من يتحمل مصاريف العلاج في حالة الاصابات الجانبية من اللقاح ومن يجب متابعنه منحيت الى جات فيك قلب على المحسنين
",0
نحن في دولة الحق و القانون. لا يجب ترغيم اللقاح على المواطن و هو في مرحلة التجربة. فكل من يريد أن يجرب اللقاح و مقتنع به له ذلك لكن كل من يرفض أخذه فليس هناك قانون يفرضه عليه. بالعربية تاعرابت نحن لسنا فئران تجارب يكفي العدد الذي جربتم فيه دون إعطائنا تبعات هذا اللقاح التجريبي يعني سلبياته على الصحة. أما فرض جواز التلقيح ما هو إلا طريقة لترغموا بها الغير ملقحين على أخذ اللقاح. تساؤلي هو أين الديمقراطية من كل هذا؟,0
العديد ممن أخذوا اللقاحات أصيبوا إصابات خطيرة ومنهم من فقد الحياة فكيف يفرض على المواطنين التطعيم في أمر تجربي في بني البشر لم تثبت نجاعته حتى من لدن الدول الكبرى,0
هادو راه حماقوا بغاو ينفدو داك السلعة الفاسدة ديال التلقيح الفاسد ….بغاو يدخلوه فاجسام الناس صحا…,0
ياك المغرب ليل نهار كي كذب لقاح لقاح مشترك معا الصين ما شفنا والو جات الجزائر من لور قادت لقاح معا الصين,0
"
سؤال عكسي اين دلائل بفعالية لقاح البريطاني و الصيني ، بريطانيا تسجل اعلى نسبة اصابة في العالم و وفيات يومية باعداد مهولة ، اذن اين فعالية اللقاح رغم ان بريطانيا بدات التلقيح المبكر .
",0
"
ما الفاءدة من التلقيح والكذب علي عقول الناس في ظل فرحة الاعراس والبهرجانات في العراءش عرس بميات الدراهم في حي جنان بوحسنا لان صاحب العرس وازن في الدلة ولو كان فقيرالا تدخل الامن وشرد المدعوون ولاكن الله لا يحب الفقرا ء واكرونا خاصة بالفقراء وليس الاغنياء فهل كذب علي عقول الضعفاء….
",0
"
إلى كل المطبلين بضرورة اللقاح. سؤالنا إن اجبتم عليهم سالقح الثلات جرعات مرة واحدة الاول: لماذا لا تتحمل الدولة المسؤلية عن أي مضاعفات بعد اللقاح. الثاني لماذا لا يقبل دم الملقح عند لجنة التبرع بالدم .وارجوا الإجابة من المطبلين والذباب الإلكتروني. و شكرا لهسبريس
",0
"كلنا ضد التلقيح ,وكل المواثيق الدولية تاكد ان الانسان حرا في جسده . التلقيج لا يعرف مصدره ونجاعته الشعب المغربي ليس حقل فائران تجارب كم ستصلون من جرعة اليوم جرعة واحدة غدا اثنان بعد غد ثلاث جرع الى اين المشكل العويص فانها تترك امراض خطيرة وبعض الناس قريبين مني اصيبو بالفيروس بعد الجرعة الثالث نشكركم على حسن قياس نبض الشارع المغربي",0
"
المملكة تتقدم اقتصاديا وسياسيا وعالميا وعلى النقيض انتحرت ديوقراطيا ورفعت شعار القمع والتسلط ضد الحريات و خرق الدستور لا تستطيع اي دولة العلو نحو القمة وهي تعدم المؤسسات والحقوق لا للجواز الاجباري لا للتلقيح الاجباري من اجل مواطنة فعالة
",0
هاد لقاح لي خرجو دايرين فيه واحد المادة غيبقاو يتحكمو فينا كيف ما بغاو,0
"
شي واحد من اللجنة اللاعلمية تشرح لينا كيفاش غادي ينقلي المرض الغير ملقح.
والله متحشمو.
",0
العلماء يحذرون من اللقاح اللي تسبب في تحول سلالات جديدة دلتا,0
حنا مملقحييينش و كفى من طرق الإلتواء و الضغط و الإبتزاز….سوف يؤدي إلى ما لا يحمد عقباه لن ألقح و لو بقط رأسي لست بعبيد ولت حرا و أموت حرا,0
"
شهادة إعفاء لأصحاب الأمراض المزمنة؟؟؟؟ علامن تضحكو… الأم ديالي الله يحفظها مريضة بالقلب و ارتفاع الضغط و السكري و الكلي و ارتفاع تختر الدم وووووو . و رفض اطباؤها إعطائها شهادة الإعفاء. كولهوم خايفين من السلطات…. ملي توقع ليها شي حاجة باللقاح واش هادوك اللجنة العلمية غادي يعطونا أم اخرى؟ الله ياخد فيهم الحق غير لي تعطاتو شي مسؤولية ينسى أن له ربا سيحاسبه
",0
لا لتلقيح اطفالي.المناعة الطبيعية و الربانية لا علاقة لها بالتلقيح المجهول المصدر.انا اعرف ان اللقاح يحمي من الفيروسات اما اذا اصبت بالفيووس وانا ملقح فما فائدته دون نسيان مضاعفاته.,0
"
هم لم يدهبو للتلقيح خوفا من كورونا التافه والغير موجود اصلا ولم يدهبو للتلقيح بسبب اقتناعهم باللقاح بل دهبو للتلقيح قصرا واجبارا بسبب حرمانهم من حقوقهم المدنية وقطع رزقهم ومنعهم من العمل لا تفرحو باقبال مزيف على التلقيح
مجبر اخوك لا بطل
",0
إذن ما علينا إلا أن ننظم مسيرة إحتجاجية .شعارنا فيها لا للتلقيح  جسدنا ملك لنا.فلنتحد جميعا ونشكل يدا واحدة….. (لي سكت على لي ضرو الشيطان غرو),0
أكبر خطأ يمكن للاب ان يرتكبه في حق ابنه ..هو التلقيح..,0
"
لا و ألف لا للتلقيح الاجباري كل شخص حر في نفسه و كل واحد يعرف صحته
",0
"
تكليف تلقيح واليوم سيتم التشديد ادن علاش ىهاد تلقيح ..راه صيف هدا بركه علينا تخنقنا 
",0
وا كون تفهم راه اللقاح لا يحمي من العدوى أو نشر الفيروس. هو يحمي فقط الملقح من الأعراض الخطيرة و حتى هذا غير مضمون. يعني لا داعي مقنع لفرضه على الناس. الظاهر أن وزارة قلة الصحة و اللجنة الظلمية يريدون فرضه ليس من أجل سواد أعين المواطن بل من أجل مصالحهم و من أجل شركة MarocVax و الله أعلم. لو كانو يراعون صحة المواطن لأعطونا تطبيب بالمستوى و بثمن مناسب لكل فئات المجتمع و جهزوا المستشفيات و المصحات كما يجب و بنوها في بعض المدن و القرى اللتي تطالب بمرافق العلاج منذ سنين,0
"
لم يعد ممكنا الصمت على إجراءات وتقارير اللجنة العلمية التي تريد كبت المغاربة و قتلهم ببطء شديد، التعايش مع الفيروس لا يتماشى و فرض جواز التلقيح، اصلا من اصيبوا بعدوى ديلتا وشفوا كمن أخذ جرعتين. ومناعته تدوم لسنة كاملة
",0
"
جرعة ثالثة ورابعة انه مسلسل كوميدي ومازال المواطن يثق بالتلقيح وفيروس كورونا الثافه الذي اختفى وتركت الدولة الامراض الاخرى الفتاكة والبطالة والفقر وغلاء الاسعار فعجيب امر حكومتنا هل لهاته الدرجة تخاف على صحتنا والقطاع الصحي اصلا متدهور وكارثي.
",0
"
إلى أين هذه لقحات متى تنتهي سمعت اليوم خبر عاجل فيروس كورونا إسمه (مو)
",0
نعم ونعم ثم نعم الشعب لا يريد التلقيح ولا يريد فرض جواز التلقيح,0
"
السلام عليكم
أولا أريد أن أتأكد من سلامة مسؤولي اللجنة العلمية المغربية لأني بدأت أشك في سلامتهم العقلية وأظن أنهم جميعا مصابون مرض الزهايمر الخبيث لأن واللمس القريب كان هناك بلاغ من طرف هذه اللجنة العلمية تأكد بأن الجرعة الثالتة ضرورية فقط لكبار السن أو أصحاب الأمراض المزمنة واليوم يخرج علينا البروفسور المبجل يقول بأن جواز التلقيح غير صالح إذا لم يتم أخد الجرعة الثالثة من هنا نستنتج أن هذه اللجنة تتخبط في العشوائية وأن مصداقيتها أصبحت على المحك وبالتالي وجب إقالتها واستبدالها بخبراء وطنيون يحبون الخير لهذا البلد العزيز الغالي على قلوبنا والله يعطينا وجه كم القاسم
لا لإجبارهم التلقيح
لا القرارة العشوائية
لا للعبث واللعب بأمن وأمان هذا الوطن الحبيب
والسلام ختام
",0
إلا كان اللقاح فعال، علاش الجرعة الثانية والثالثة؟؟ إلا ما شي فعال، علاش هذ الحملات كلها؟ علاش نسوردو لقاح غير صالح وربما غير آمن بالعملة الصعبة؟؟؟ علاش أنتم مصرون ومتمسكون بتلقيح الجميع، وبثلاث جرعات، وأنتم عارفين أن اللقاح لا يحمي الملقح؟؟؟ من حقي أن أشك، انطلاقا من هذ الاعتبارات. ومن حقي نشك، لأن الدولة عمرها ما اهتمت بصحة المواطن بهذ الدرجة… واش السرطان ما كايقتل؟ واش أمراض القلب والشرايين ماكايقتل؟؟ واش ما كاين فالبلاد غير كورونا؟؟؟ علاش ماكاتفكرو المرضى الآخرين؟؟ واش همكم الوحيد هو إرضاء العالم على حساب صحة المواطن؟ او خاصكوم بأي ثمن، تستهلكو المخزون ديالكم من اللقاحات لي مازالين كاتشريو فيها؟؟؟ شخصيا، لن أثق، لأن التناقض هو السائد في تصريحاتكم. وأشك في جدوى لقاح لا يحمي أحدا من العدوى. وعليه، فلن آخذ لا الجرعة الأولى ولا ال… عاشرة. ولكم واسع النظر.,0
راه بنتي عمرها 14ونصف تلقات الجرعة الثانية ديال كورونا دابا شهرين لم تحيض وباقي تتكلم لينا على التلقيح,0
"
أنا منذ تلقيت جرعتين مكرها وصحتي في تراجع مستمر .أصبخ وكأنني لم أنم بالليل.وحاليا أتلقى رسائل يومية تدعوني لأخذ الجرعة الثالثة وهذا لن يحدث بتاتا.
",0
"
هذه ليست بالديموقراطية التي يتبجه بها البعض ، هناك تجاوزات كثيرة لحرية المواطن وحقوق الانسان ، اذا انا لم اقم بالتلقيح ،اول حاجة اقوم بها يوم الخميس هو الذهاب الى البنك ، اذا انا كزبون وعندي في حسابي 343 مليون سنتيم سوف اكون بين ايدي الحارس يطلب مني الجواز لكي ادخل ، والله لو فعلها اخرج جميع اموالي وادخرهم في بيتي هكذا احس بالامان.
انشري يا هسبريس
",0
أقسم رئيس الحكومة الحالي في وقت لم يكن رئيسا للحكومة(وكان يعرف انه سيكون الرئيس)ان الشعب المغربي يحتاج للتربية وأنه هو من سيربيه فهاهو يجرده من أبسط ما بقي له من حقوق كشرب فنجان قهوة خارج منزله أو أخذ حمام في الحمامات العمومية والاخطر من ذلك إذا وصل الأمر إلى حرمان أبنائنا من متابعة دراستهم. لا لتلقيحنا تحت الاكراه ولا لخرق المواثيق الدولية ودستور المملكة.,0
"لحد الساعة منظمة الصحة العالمية لم تقدم أي تقرير على نجاعة اللقاح الكوفيد سوى كان فايزر  أو سبوتنيك أو اللقاح الصيني ،نسأل الله العافية من كل ما ينتج عنه

",0
"
الآن بات مؤكدا، أن هذه اللجنة من خلال تصريحاتها مع الأسف هي منبر لسوق اللقاحات لا أقل ولا أكثر، حيث إذا كان منطق التلقيح يهدف لحماية الملقح فيما يزعمون، وهو ما لم يحسم فيه العلم برأي قطعي، فما المقصود من تمتيع الملقحين بحقوق وحرمان آخرين منها، والغريب في الأمر أن هذه اللجنة تمارس هذا الميز دون أن توضح أسباب ذلك ودون أن تميط اللثام عن هذه المعميات، دعوا هذا الوطن يسير في اتجاه هامش من الحرية التي نفخر بيها مقارنة مع الجيران ولا تعرقلوا السير في هذا الاتجاه
",0
"
لجنة علمية غبية ، الدنمارك إحدى الدول المتقدمة في العالم تلغي جميع الإجراءات الخاصة بكورونا و مغربنا الحبيب كالعادة يفرض على شريحة كبيرة من المجتمع الإدلاء بتحليل كورونا يبلغ حوالي 700 درهم من أجل شرب قهوة ب 7دراهم ، إذا كنت يا إخوتي لا أفهم فأرجو أن ترشدوني 
",0
"
توجد اموال لتوفير اللقاح المشكوك في امره و لا توجد اموال لدعم صندوق المقاصة.
اللقاح فابور و الزيادات في اسعار المواد الغدائية.
",0
"
زيد هوم اللقاح نتاعنا باش يكسبو قوة خارقة انا الله يسامح مملقحش خليوني نموت
",0
"
ان الخطير في الأمر وهو بعد مرور 6 اشهر من أخذ الجرعتين سيصبح الملقح مثله مثل غير الملقح لان مدة فعالية اللقاح لا تتجاوز هذه المدة
لهذا نجدهم يمهدون لفرض الجرعة الثالثة وهكذا
والا سيصبح الكل كأنه غير ملقح بمعنى لا داعي للتفرقة بين أفراد المجتمع (ملقح/غير ملقح)
لدينا خياران اما ان نلقح كل 6اشهر او لا نلقح بصفة نهائية وبالتالي فالملقح سيصبح غير ملقح بعد هذه المدة
",0
"
بعدو من الشباب المغربي فهو في صحة جيدة و لاةيحتاج الى لقاحكم السام و خصوصا جونسون الذي تخلصت منه امريكا بعد الكوارث التي تسبب فيها هذا اللقاح ..و ندعو اللجنة اللاعلمبة الى الاستقالة لانهم يعرضون خياة النغاربة لخطر النوت بهذا اللقاح و نكلب من جلالة الملك التدخل قبل فواة الاوان
",0
حنا ماخايفين من كورونا وماغانتلقحوش,0
نحن الآباء والأمهات لا نسمح أن نسلم فلذات أكبادنا طواعية أو كرها لتلقيح غير مقتنعين من سلامته.,0
"
الكل أصبح يلقب بباحث مع العلم انه طبيب عام، فهل تصفح وقرأة المقالات في كوكل، تخول للإنسان ما لقب باحث؟؟؟ فتبعا للنصاإح قمت بالتلقيح 1 و2 علما انه قيل لنا اننا سنبلغ المناعة الجماعية وقناعة منا قمنا بتلقيح أنفسنا، غير أمه أصبت بكوفيد انا وزوجتي الشي الذي دفعنا إلى التداوي حسب البروتوكول المعمول به، غير أنه فوجأنا بقرار الجرعة 3.??? يعني أن كل هؤلاء الخبراء واللجنة العلمية ووزارة الصحة يخبطون خبط عشوائ، و يقومون بنقل الإجراءات المتحدة من طرف ماما فرنسا!
أن المتتبع للقنوات الفرنسية يلاحظ اشهارا يتردد طيلة الوقت : يوضح ان 8 الحالات من 10 في الإنعاش هي حالات لم تتلق التلقيح، وأن 2 حالات تلقت تلقيحا ما، إذن لكي افسر بالخشيبات لهذا الباحث في السياسات الصحية، إن 80٪منغير الملقحين هم في الإنعاش، وكذا20٪.ملقحين في الإنعاش. فكيف لك بالنسبة الماوية التي تقول عنها 99٪،انك تذكرنا بزمن الانتخابات الماضية
",0
"انا مستعد للدفع غرامة مالية أو أن أدخل إلى السجن على أن التلقة هذا اللقاح
",0
"
نود تدخل جلالة الملك نصره الله لوقف فرض إجبارية التلقيح و الله المعين.
",0
"
لست مغفلا كي أعرض نفسي لهذا التلقيح ، لا انا ولا عائلتي سندخل اي مواد غريبة لأجسامنا ، الحمد لله نحنالمغاربة لسنا كوامب و كل واحد عارف النفع فين كاين ، الكيماوي اللي خرج علينا
",0
أغلبية زملائي في العمل ليخدا تطعيم سينوفارم كلهم اصابو بكوفيد,0
الشعب يرفض اللقاح ، أنا براسي ماغادش نديرو  ,0
البرازيل بحتو في لقاح صين لقاوه مضر رفضوه مغاربة باغين يصفوها بنادم,0
"لا ثم لا للتلقيح
صحة التلاميذ ليست فئران تجارب",0
نا اخذة الجرعة الاولى والثانية عندما اخذة الجرعة الثانية احسست بالفشل والحمى لمدة ثلاثة ايام تحسنت وبعد شهر جائني الم على ذراعي كأني مشلول والان يراودني الخوف انصح الجميع بعدم اخذ هذه الجرعات اللقاح خطير يشكل الخطر على العالم,0
